Index,City,Country
31149,10962,172
31150,19495,194
31151,39162,46
31152,42745,48
31153,35814,72
31154,35936,145
31155,46985,130
31156,30125,47
31157,24979,192
31158,27457,94
31159,24796,98
31160,32719,176
31161,13543,183
31162,3127,230
31163,34086,196
31164,38000,11
31165,4601,173
31166,29615,51
31167,6214,200
31168,16428,49
31169,7028,60
31170,32366,69
31171,13362,224
31172,16204,108
31173,29637,155
31174,6259,240
31175,28161,210
31176,22106,4
31177,26725,210
31178,25591,14
31179,8585,192
31180,12050,78
31181,6331,51
31182,35297,28
31183,3265,74
31184,3539,230
31185,7118,165
31186,25477,31
31187,36570,95
31188,7001,12
31189,32639,15
31190,300,229
31191,14841,136
31192,26114,6
31193,32921,17
31194,8054,120
31195,45914,89
31196,7773,95
31197,28432,53
31198,39378,238
31199,45765,149
31200,15725,72
31201,16963,130
31202,1097,28
31203,9579,153
31204,34528,216
31205,17714,174
31206,18736,32
31207,4492,120
31208,33095,3
31209,21453,32
31210,10477,132
31211,21921,143
31212,42034,133
31213,9783,61
31214,14450,78
31215,12829,190
31216,10479,136
31217,38685,197
31218,16095,22
31219,14757,81
31220,19295,11
31221,14426,170
31222,47891,218
31223,48068,154
31224,12887,125
31225,23648,63
31226,12793,231
31227,32419,167
31228,6874,106
31229,3635,33
31230,29441,227
31231,15995,182
31232,24962,201
31233,43537,19
31234,46102,36
31235,12267,148
31236,16233,139
31237,2376,24
31238,6919,226
31239,30532,77
31240,44024,14
31241,28588,10
31242,6782,95
31243,3029,166
31244,32180,49
31245,35867,201
31246,19706,158
31247,14982,128
31248,505,25
31249,29032,72
31250,13373,62
31251,24853,73
31252,7282,50
31253,41102,102
31254,18290,130
31255,16766,110
31256,41647,50
31257,21055,122
31258,46906,171
31259,11469,87
31260,41366,194
31261,38154,234
31262,13547,204
31263,18658,225
31264,32841,145
31265,14092,43
31266,34588,51
31267,1060,207
31268,48459,109
31269,17558,107
31270,8303,113
31271,35547,97
31272,45383,54
31273,690,105
31274,35801,58
31275,37556,123
31276,7588,189
31277,11774,159
31278,24480,9
31279,40381,21
31280,12369,207
31281,18496,231
31282,25915,223
31283,4379,159
31284,16756,107
31285,19978,189
31286,46314,56
31287,38232,216
31288,9373,191
31289,38706,204
31290,44123,72
31291,17729,150
31292,20237,140
31293,3507,36
31294,47209,109
31295,37360,203
31296,38939,80
31297,20223,148
31298,36970,227
31299,14876,100
31300,13329,48
31301,30067,132
31302,26609,196
31303,16613,169
31304,18277,12
31305,17465,34
31306,26300,216
31307,35336,50
31308,37927,29
31309,11679,181
31310,37389,110
31311,150,217
31312,30932,48
31313,12005,182
31314,30913,150
31315,30278,54
31316,41605,8
31317,31197,25
31318,28062,90
31319,8613,149
31320,5599,17
31321,12982,138
31322,19243,52
31323,14695,84
31324,35652,182
31325,11793,12
31326,46379,39
31327,41170,40
31328,2324,13
31329,29382,60
31330,4181,29
31331,43545,136
31332,45598,155
31333,40811,120
31334,17147,32
31335,12500,23
31336,4348,136
31337,38126,131
31338,30117,183
31339,14613,112
31340,46086,13
31341,2267,114
31342,22259,162
31343,43920,56
31344,35157,231
31345,44547,134
31346,44351,230
31347,40096,191
31348,30879,163
31349,18415,220
31350,47899,97
31351,33365,84
31352,48214,138
31353,9142,184
31354,24045,83
31355,47688,126
31356,23237,66
31357,38807,15
31358,40681,217
31359,43077,146
31360,43621,92
31361,13713,99
31362,43362,72
31363,13489,67
31364,22077,191
31365,44961,80
31366,11992,128
31367,35721,206
31368,27987,65
31369,40253,141
31370,19134,93
31371,35964,216
31372,20766,87
31373,27802,95
31374,35100,130
31375,22850,135
31376,6990,47
31377,26418,45
31378,14628,67
31379,41345,85
31380,41400,178
31381,28442,184
31382,21574,105
31383,28364,5
31384,36109,171
31385,48142,8
31386,35554,60
31387,42318,29
31388,1653,190
31389,22720,23
31390,18539,143
31391,37696,20
31392,22166,119
31393,14641,82
31394,34164,118
31395,34612,123
31396,1385,240
31397,19456,211
31398,15255,82
31399,20890,12
31400,40402,165
31401,29376,174
31402,24566,74
31403,11987,227
31404,17345,46
31405,11092,109
31406,37253,109
31407,1297,52
31408,13621,32
31409,19077,19
31410,21961,107
31411,1805,90
31412,1066,225
31413,26866,91
31414,3278,225
31415,42232,181
31416,32726,96
31417,19732,20
31418,23311,50
31419,36768,168
31420,15529,18
31421,35535,160
31422,13417,68
31423,33829,64
31424,20209,55
31425,26180,177
31426,13861,125
31427,23786,6
31428,17375,111
31429,7813,188
31430,24938,48
31431,4337,206
31432,27374,104
31433,47602,191
31434,27216,210
31435,6809,172
31436,20679,100
31437,34688,22
31438,23156,116
31439,26420,35
31440,14885,31
31441,39157,232
31442,41673,105
31443,16669,190
31444,29988,236
31445,36943,112
31446,35755,171
31447,21513,1
31448,23,59
31449,32730,91
31450,43459,118
31451,18183,224
31452,26462,193
31453,16193,162
31454,6806,194
31455,13556,183
31456,32394,79
31457,44906,0
31458,18461,242
31459,4806,163
31460,35452,230
31461,43965,55
31462,14722,28
31463,11965,180
31464,39332,69
31465,39254,6
31466,40444,211
31467,23149,157
31468,16972,72
31469,20664,147
31470,8074,216
31471,21919,160
31472,12411,153
31473,12379,17
31474,7750,170
31475,22208,166
31476,10377,159
31477,32928,221
31478,20301,2
31479,23530,203
31480,8359,42
31481,22787,75
31482,21388,35
31483,23821,48
31484,46363,39
31485,41286,147
31486,23917,93
31487,41291,218
31488,16557,81
31489,11539,17
31490,40482,38
31491,40001,207
31492,9301,187
31493,18458,34
31494,10719,223
31495,15348,193
31496,7863,88
31497,30602,1
31498,4598,135
31499,15012,60
31500,261,51
31501,42651,190
31502,19804,208
31503,3198,241
31504,35616,138
31505,47046,237
31506,16140,27
31507,826,242
31508,42665,145
31509,1253,88
31510,35234,59
31511,6594,141
31512,9340,148
31513,47363,115
31514,20612,9
31515,9504,148
31516,20026,191
31517,33435,100
31518,33311,13
31519,17876,234
31520,5717,66
31521,48763,203
31522,2479,189
31523,40182,70
31524,36960,217
31525,20068,31
31526,48320,206
31527,10387,202
31528,13724,192
31529,25215,197
31530,31737,103
31531,4442,210
31532,12821,78
31533,4203,223
31534,37826,233
31535,3442,128
31536,44060,94
31537,46122,203
31538,18272,176
31539,1667,13
31540,3045,202
31541,36956,196
31542,30030,83
31543,7649,232
31544,46473,234
31545,6020,149
31546,1076,210
31547,30226,79
31548,41082,90
31549,44169,83
31550,25715,81
31551,18565,25
31552,17420,201
31553,23377,178
31554,30327,222
31555,9684,9
31556,28998,18
31557,41661,100
31558,8248,202
31559,1657,148
31560,32316,189
31561,5995,241
31562,4304,151
31563,48460,58
31564,44233,195
31565,46187,87
31566,1912,36
31567,5933,107
31568,21385,79
31569,16391,100
31570,35782,220
31571,5813,30
31572,8364,164
31573,5068,103
31574,25285,43
31575,13148,144
31576,11170,40
31577,38224,120
31578,44642,38
31579,21488,115
31580,33648,131
31581,24493,176
31582,32455,61
31583,16574,5
31584,9415,169
31585,11134,223
31586,12411,62
31587,36844,0
31588,37813,38
31589,17871,159
31590,20494,163
31591,39269,45
31592,15482,195
31593,43000,106
31594,406,138
31595,7086,85
31596,19305,11
31597,2279,120
31598,39383,219
31599,12313,209
31600,47360,235
31601,46568,230
31602,36067,81
31603,13441,212
31604,42337,42
31605,25189,146
31606,890,50
31607,25294,32
31608,10639,89
31609,7322,115
31610,5181,232
31611,18576,175
31612,13170,230
31613,30428,16
31614,43066,111
31615,17177,116
31616,19988,234
31617,26655,215
31618,21888,171
31619,218,241
31620,7753,116
31621,18532,189
31622,38756,126
31623,29551,75
31624,21070,168
31625,161,13
31626,10088,3
31627,33986,61
31628,24513,62
31629,13783,158
31630,5539,57
31631,12832,46
31632,3071,9
31633,42645,194
31634,32164,70
31635,383,220
31636,36577,162
31637,20359,70
31638,38896,2
31639,34862,122
31640,8695,210
31641,49026,118
31642,35222,214
31643,1168,217
31644,17627,204
31645,6682,207
31646,25655,14
31647,25244,103
31648,44395,155
31649,35782,87
31650,32952,135
31651,14197,128
31652,38533,131
31653,18705,152
31654,38464,66
31655,5944,82
31656,40807,41
31657,4441,1
31658,48402,12
31659,31395,111
31660,11592,102
31661,10737,22
31662,44373,114
31663,26431,169
31664,23218,128
31665,31758,126
31666,47221,79
31667,10750,176
31668,17003,45
31669,3286,220
31670,24162,139
31671,14169,78
31672,11174,17
31673,30673,141
31674,40718,91
31675,39756,141
31676,21451,238
31677,15228,6
31678,34465,237
31679,43310,28
31680,26070,43
31681,6085,130
31682,20920,240
31683,39146,236
31684,27657,108
31685,29482,122
31686,36062,31
31687,39352,76
31688,48884,51
31689,11204,199
31690,10092,37
31691,5540,117
31692,14582,147
31693,22407,82
31694,36273,179
31695,3593,168
31696,19749,228
31697,25453,129
31698,45694,151
31699,48824,30
31700,12770,159
31701,41366,69
31702,15233,198
31703,15602,230
31704,37337,70
31705,37582,205
31706,12590,157
31707,14508,154
31708,9749,162
31709,26834,234
31710,2302,19
31711,46335,115
31712,35240,15
31713,5348,227
31714,41390,162
31715,599,56
31716,15713,163
31717,33710,10
31718,16281,35
31719,47318,38
31720,24784,51
31721,1944,98
31722,38957,5
31723,36702,23
31724,49147,134
31725,16456,118
31726,37376,140
31727,43447,110
31728,7966,43
31729,43391,205
31730,8980,12
31731,35213,197
31732,27628,165
31733,1931,120
31734,44126,2
31735,43486,169
31736,33456,221
31737,7254,2
31738,35347,199
31739,13563,207
31740,24395,55
31741,33387,114
31742,22467,137
31743,15488,65
31744,36532,97
31745,26346,139
31746,10812,180
31747,14979,146
31748,33076,135
31749,5901,7
31750,43731,201
31751,3017,239
31752,5965,192
31753,40165,238
31754,42277,78
31755,3797,70
31756,26486,138
31757,44675,77
31758,16404,99
31759,18236,215
31760,38962,140
31761,15612,49
31762,47002,204
31763,14832,182
31764,20973,66
31765,25284,133
31766,40817,235
31767,29206,14
31768,31582,200
31769,1437,236
31770,12553,74
31771,30060,159
31772,35517,24
31773,18670,161
31774,11873,173
31775,981,100
31776,39152,56
31777,5582,70
31778,5099,72
31779,6408,152
31780,49041,222
31781,28700,66
31782,16721,97
31783,29817,164
31784,11105,33
31785,46274,106
31786,33293,199
31787,11575,149
31788,32637,65
31789,21058,80
31790,25357,60
31791,37749,223
31792,22968,173
31793,5598,196
31794,42845,169
31795,4602,65
31796,34068,96
31797,29205,208
31798,36056,212
31799,17048,224
31800,16302,83
31801,22105,87
31802,23401,21
31803,40842,238
31804,8349,211
31805,23948,151
31806,3758,177
31807,32317,52
31808,36742,154
31809,7696,27
31810,9171,235
31811,9236,234
31812,41912,186
31813,29113,234
31814,21323,94
31815,29201,34
31816,18885,51
31817,45481,49
31818,41183,151
31819,47192,182
31820,28464,235
31821,18124,82
31822,25243,87
31823,21420,166
31824,20125,151
31825,48142,66
31826,34726,36
31827,29146,130
31828,21087,40
31829,40867,184
31830,16243,14
31831,41435,215
31832,37087,155
31833,41465,160
31834,5944,2
31835,47384,241
31836,48098,219
31837,33316,192
31838,15855,138
31839,4393,211
31840,3130,112
31841,39639,120
31842,19643,81
31843,38776,151
31844,9347,215
31845,11634,28
31846,40111,37
31847,901,57
31848,34441,215
31849,13127,231
31850,9726,115
31851,8902,11
31852,16686,151
31853,29765,130
31854,9070,76
31855,15621,192
31856,16883,129
31857,41225,79
31858,30018,25
31859,41060,26
31860,4496,126
31861,32923,82
31862,46917,114
31863,3744,206
31864,38523,181
31865,47604,87
31866,39628,200
31867,48684,98
31868,15937,105
31869,22671,113
31870,23153,25
31871,47496,58
31872,46895,158
31873,91,12
31874,40356,204
31875,34234,3
31876,41903,17
31877,39842,238
31878,5712,219
31879,7902,127
31880,30631,126
31881,3010,2
31882,43757,3
31883,23475,31
31884,14739,71
31885,9126,200
31886,44366,64
31887,8014,174
31888,39986,115
31889,11293,228
31890,37159,60
31891,36613,67
31892,3872,122
31893,4494,32
31894,27338,82
31895,8992,82
31896,4019,92
31897,43416,185
31898,2144,239
31899,1625,85
31900,33908,95
31901,30209,191
31902,2804,181
31903,34463,30
31904,24534,5
31905,40401,178
31906,38644,209
31907,35689,6
31908,2257,28
31909,5238,25
31910,46103,17
31911,22147,169
31912,48233,195
31913,15218,125
31914,40859,44
31915,7443,43
31916,17139,184
31917,48034,91
31918,44521,230
31919,11249,14
31920,13629,80
31921,42832,186
31922,32943,213
31923,17622,139
31924,5889,226
31925,9738,84
31926,47999,145
31927,28995,28
31928,11637,177
31929,41736,240
31930,2836,70
31931,17502,135
31932,31207,31
31933,23045,79
31934,28334,164
31935,18546,71
31936,14896,156
31937,33084,83
31938,27169,203
31939,11498,215
31940,46622,2
31941,5506,20
31942,27065,70
31943,48265,52
31944,24200,56
31945,11955,122
31946,48698,81
31947,16668,80
31948,21591,117
31949,5138,45
31950,20978,20
31951,34490,175
31952,25820,225
31953,27379,29
31954,38889,184
31955,8381,135
31956,32566,109
31957,16511,60
31958,14293,120
31959,38823,144
31960,6990,158
31961,24372,101
31962,28164,226
31963,40174,233
31964,32767,241
31965,6996,52
31966,35068,165
31967,36394,1
31968,10783,206
31969,46108,97
31970,41797,109
31971,32592,236
31972,19109,145
31973,25910,49
31974,43659,166
31975,21187,179
31976,7955,13
31977,42953,19
31978,28485,109
31979,4590,176
31980,47374,78
31981,12079,37
31982,3225,32
31983,17210,119
31984,16049,75
31985,15863,23
31986,20794,8
31987,5323,64
31988,14469,179
31989,10320,41
31990,12257,162
31991,35753,234
31992,26285,223
31993,3612,59
31994,44149,192
31995,37621,36
31996,7519,204
31997,34738,77
31998,12163,116
31999,7630,242
32000,26350,208
32001,10595,64
32002,11106,205
32003,2858,209
32004,38399,207
32005,29014,50
32006,14542,67
32007,5152,103
32008,28889,103
32009,26733,164
32010,17231,15
32011,30506,232
32012,11686,222
32013,32,91
32014,35027,214
32015,4908,218
32016,39628,79
32017,18899,132
32018,43335,216
32019,31716,96
32020,7805,101
32021,35170,2
32022,5638,11
32023,38635,145
32024,44534,132
32025,29174,68
32026,2932,180
32027,23308,183
32028,13515,97
32029,19254,56
32030,42757,22
32031,21347,198
32032,7724,98
32033,16568,24
32034,13003,155
32035,19661,123
32036,33974,181
32037,28919,208
32038,36337,219
32039,12826,49
32040,20473,160
32041,41672,93
32042,12357,48
32043,47340,232
32044,12626,112
32045,29865,105
32046,21097,158
32047,22278,100
32048,22159,70
32049,273,161
32050,25938,145
32051,16411,192
32052,33414,16
32053,40964,168
32054,28701,196
32055,14730,202
32056,32103,110
32057,19554,128
32058,48664,72
32059,17994,91
32060,14375,88
32061,22301,25
32062,16247,133
32063,39086,219
32064,41543,147
32065,3650,76
32066,9469,103
32067,41920,111
32068,26001,55
32069,32167,26
32070,27756,154
32071,34267,205
32072,32075,34
32073,34888,7
32074,42417,69
32075,24589,240
32076,40814,29
32077,30835,228
32078,23014,53
32079,43991,159
32080,34458,3
32081,31824,57
32082,31691,116
32083,23094,136
32084,37114,14
32085,15940,182
32086,28418,154
32087,14438,237
32088,20615,182
32089,7487,174
32090,7486,38
32091,34690,64
32092,20492,69
32093,1758,204
32094,47671,178
32095,41999,195
32096,27552,181
32097,34626,163
32098,4498,217
32099,30189,186
32100,47809,223
32101,22270,96
32102,35943,190
32103,41488,81
32104,19652,190
32105,32378,220
32106,48675,157
32107,47196,90
32108,2010,26
32109,11785,64
32110,10524,102
32111,26655,24
32112,1239,122
32113,33687,229
32114,7652,207
32115,19972,14
32116,22160,98
32117,30247,167
32118,25772,208
32119,32140,182
32120,42580,69
32121,11493,155
32122,42543,138
32123,46696,78
32124,48491,189
32125,34452,195
32126,27899,11
32127,5934,42
32128,1389,103
32129,1327,89
32130,36719,234
32131,3416,238
32132,44027,182
32133,12092,125
32134,43186,6
32135,26798,109
32136,20743,147
32137,377,137
32138,16516,110
32139,33338,228
32140,44418,132
32141,44365,34
32142,32988,7
32143,39091,66
32144,45714,138
32145,16373,216
32146,21037,143
32147,46732,179
32148,46054,197
32149,1781,4
32150,23021,181
32151,22591,2
32152,28568,155
32153,13666,61
32154,481,183
32155,22419,116
32156,1485,230
32157,41153,110
32158,15852,221
32159,37714,176
32160,38962,188
32161,28834,79
32162,19835,114
32163,44612,144
32164,45702,134
32165,10718,49
32166,41212,195
32167,43341,207
32168,36695,118
32169,482,167
32170,34185,10
32171,2057,46
32172,2315,177
32173,40761,120
32174,10727,27
32175,9087,17
32176,1450,85
32177,14426,109
32178,39481,190
32179,39365,153
32180,42499,58
32181,12912,80
32182,5784,152
32183,3893,67
32184,13341,6
32185,34865,94
32186,24300,20
32187,5174,112
32188,14451,82
32189,11268,86
32190,40470,141
32191,9644,232
32192,21633,96
32193,45386,147
32194,6265,58
32195,22511,165
32196,12127,0
32197,35802,214
32198,37128,197
32199,1758,192
32200,40831,45
32201,23586,66
32202,1076,45
32203,17919,56
32204,10094,39
32205,1403,83
32206,18776,133
32207,3403,29
32208,27114,198
32209,92,157
32210,10935,51
32211,21989,187
32212,21791,103
32213,17599,25
32214,1604,99
32215,32293,17
32216,45636,42
32217,11843,193
32218,35213,190
32219,13700,9
32220,2518,8
32221,28397,21
32222,29665,49
32223,40472,138
32224,30858,240
32225,25614,15
32226,40962,45
32227,32129,176
32228,14747,113
32229,16005,109
32230,7759,31
32231,1309,125
32232,7613,50
32233,42622,146
32234,27075,111
32235,43663,137
32236,42886,7
32237,33191,124
32238,18767,33
32239,29110,4
32240,274,135
32241,44556,65
32242,47500,208
32243,30693,158
32244,3395,211
32245,34589,59
32246,48887,199
32247,45249,35
32248,20700,100
32249,13711,17
32250,8254,57
32251,40864,191
32252,10664,39
32253,10859,238
32254,23585,180
32255,30049,93
32256,1157,0
32257,33594,53
32258,34968,202
32259,32272,121
32260,32001,221
32261,5371,207
32262,23914,122
32263,3911,181
32264,44647,19
32265,38353,82
32266,5691,25
32267,24939,106
32268,28743,35
32269,31508,137
32270,28142,45
32271,34732,108
32272,6025,83
32273,11533,38
32274,26329,180
32275,22859,7
32276,2342,74
32277,22944,32
32278,19395,113
32279,14881,64
32280,11695,208
32281,31176,239
32282,20474,164
32283,28185,193
32284,891,155
32285,32716,100
32286,18302,197
32287,44575,239
32288,39395,34
32289,39748,89
32290,9944,148
32291,28543,213
32292,40507,54
32293,7002,116
32294,24683,49
32295,9315,181
32296,43987,72
32297,20364,217
32298,22384,82
32299,20948,137
32300,3882,26
32301,24961,241
32302,29813,109
32303,15765,61
32304,42048,19
32305,37892,23
32306,21726,66
32307,48497,239
32308,27779,157
32309,18509,159
32310,43396,122
32311,11993,109
32312,7958,150
32313,9027,16
32314,30437,199
32315,5240,143
32316,23662,50
32317,27360,32
32318,48145,49
32319,11490,200
32320,2443,168
32321,15781,30
32322,28819,32
32323,11527,119
32324,14742,67
32325,13785,115
32326,37920,90
32327,39013,67
32328,7188,227
32329,49038,130
32330,47223,58
32331,16429,217
32332,235,1
32333,36736,189
32334,31279,40
32335,46098,157
32336,14669,4
32337,37451,33
32338,41258,125
32339,44228,153
32340,40755,14
32341,20944,13
32342,1196,106
32343,44362,11
32344,33240,101
32345,15680,151
32346,5677,215
32347,45910,186
32348,18754,24
32349,36673,31
32350,1443,210
32351,47404,72
32352,26324,114
32353,37042,111
32354,28969,20
32355,33648,171
32356,41570,40
32357,9135,46
32358,308,193
32359,25349,220
32360,25312,210
32361,20220,173
32362,20519,68
32363,7415,181
32364,4760,28
32365,46204,137
32366,7281,17
32367,43907,64
32368,14823,33
32369,7560,196
32370,26872,208
32371,732,12
32372,43343,172
32373,43644,103
32374,16322,198
32375,35862,4
32376,20424,217
32377,43438,21
32378,34391,122
32379,44384,135
32380,15615,114
32381,43552,189
32382,41810,233
32383,29145,11
32384,47672,122
32385,33318,45
32386,13446,96
32387,26831,63
32388,44675,45
32389,49059,166
32390,38868,90
32391,36546,115
32392,6438,227
32393,2201,127
32394,23837,193
32395,44823,92
32396,32073,46
32397,41257,227
32398,43351,120
32399,43951,157
32400,17565,27
32401,30632,57
32402,15073,39
32403,38863,79
32404,25771,185
32405,11136,87
32406,30968,200
32407,21525,116
32408,16108,16
32409,48122,0
32410,31578,173
32411,47470,191
32412,23954,5
32413,37996,93
32414,21602,112
32415,15634,72
32416,22583,65
32417,32684,30
32418,27419,152
32419,13736,65
32420,36685,78
32421,33553,147
32422,44530,96
32423,35112,133
32424,15373,85
32425,18590,67
32426,3910,201
32427,36905,154
32428,45485,132
32429,48345,156
32430,19661,193
32431,31234,83
32432,40829,228
32433,23670,129
32434,43982,44
32435,29132,28
32436,5140,65
32437,7369,83
32438,33887,164
32439,5538,72
32440,17147,188
32441,6458,224
32442,6649,73
32443,5082,25
32444,30986,226
32445,22175,46
32446,42536,140
32447,17007,207
32448,34941,114
32449,34614,54
32450,6550,115
32451,36266,146
32452,46358,38
32453,5562,217
32454,33913,165
32455,37607,22
32456,48849,7
32457,22850,59
32458,48515,150
32459,43149,1
32460,48351,140
32461,34520,39
32462,8161,46
32463,30847,156
32464,15376,11
32465,27220,140
32466,5952,17
32467,15123,203
32468,39873,155
32469,36782,111
32470,34949,45
32471,18601,94
32472,46994,224
32473,22144,56
32474,37778,97
32475,16102,194
32476,1269,4
32477,15734,143
32478,11242,149
32479,2294,10
32480,16301,223
32481,43455,196
32482,2417,164
32483,36086,184
32484,42678,125
32485,41574,46
32486,5255,240
32487,21906,44
32488,30357,17
32489,36844,0
32490,26123,104
32491,5313,21
32492,30543,192
32493,49133,163
32494,26491,86
32495,29062,96
32496,587,159
32497,30845,49
32498,27593,20
32499,15618,130
32500,44951,79
32501,41842,34
32502,38858,155
32503,756,106
32504,18144,0
32505,46595,103
32506,12725,131
32507,12636,72
32508,44698,1
32509,6538,133
32510,33783,61
32511,15455,44
32512,30710,143
32513,15457,94
32514,211,173
32515,31987,118
32516,5760,115
32517,26340,198
32518,28426,94
32519,2036,215
32520,4031,211
32521,35271,3
32522,40230,208
32523,38847,79
32524,43419,85
32525,12376,202
32526,28504,14
32527,3940,210
32528,1057,30
32529,9418,44
32530,3668,129
32531,10284,81
32532,736,135
32533,8453,228
32534,37373,159
32535,39313,0
32536,36449,102
32537,49127,65
32538,40644,228
32539,18875,153
32540,48658,93
32541,4286,134
32542,31443,30
32543,47424,12
32544,28377,128
32545,44033,3
32546,45882,133
32547,14921,149
32548,621,159
32549,22045,76
32550,879,202
32551,6528,147
32552,24204,41
32553,13383,104
32554,33995,112
32555,12863,172
32556,2095,77
32557,11026,49
32558,17272,12
32559,37415,128
32560,25412,71
32561,25172,217
32562,32129,173
32563,38371,193
32564,37227,229
32565,13282,171
32566,3214,225
32567,47490,195
32568,48981,117
32569,28346,134
32570,2049,237
32571,43912,77
32572,25301,220
32573,28954,179
32574,25273,37
32575,37170,106
32576,3437,87
32577,48225,171
32578,22762,19
32579,47036,233
32580,14435,150
32581,22952,29
32582,4681,37
32583,11885,163
32584,42647,23
32585,25156,69
32586,18105,199
32587,22831,119
32588,1257,107
32589,44959,160
32590,44902,198
32591,43826,79
32592,44256,112
32593,18980,53
32594,45140,121
32595,25356,8
32596,34372,102
32597,34428,28
32598,15992,172
32599,40556,93
32600,31789,136
32601,17041,177
32602,17742,85
32603,36208,165
32604,32274,157
32605,30938,78
32606,45883,46
32607,14,230
32608,27458,183
32609,35843,181
32610,7894,171
32611,11634,218
32612,9419,140
32613,11168,65
32614,28895,29
32615,46625,11
32616,38100,1
32617,7102,48
32618,40627,168
32619,37516,219
32620,39558,22
32621,46359,38
32622,45273,103
32623,25441,5
32624,38195,237
32625,13699,151
32626,5579,60
32627,48780,119
32628,12004,110
32629,6211,138
32630,37221,44
32631,26044,33
32632,46953,98
32633,654,220
32634,22494,123
32635,23423,155
32636,14127,38
32637,3274,90
32638,13820,104
32639,39431,102
32640,668,215
32641,43354,15
32642,23605,242
32643,30653,193
32644,16265,23
32645,8493,194
32646,6870,20
32647,5965,131
32648,34958,239
32649,4101,233
32650,44168,242
32651,10453,9
32652,46951,61
32653,45110,82
32654,22296,208
32655,26419,186
32656,32130,29
32657,34739,106
32658,31495,178
32659,32288,107
32660,5586,3
32661,7021,172
32662,16404,0
32663,11756,0
32664,18329,35
32665,11776,152
32666,45615,11
32667,13608,157
32668,33042,62
32669,48588,151
32670,25128,102
32671,44514,104
32672,42551,24
32673,42020,98
32674,39929,175
32675,17909,174
32676,5419,215
32677,41730,177
32678,13082,104
32679,28262,166
32680,38714,1
32681,36641,67
32682,39217,7
32683,9519,64
32684,34876,81
32685,48648,16
32686,40970,15
32687,4218,183
32688,42644,85
32689,45314,197
32690,16789,149
32691,46070,113
32692,8785,172
32693,40406,226
32694,1010,172
32695,15553,70
32696,22286,231
32697,4361,181
32698,20793,155
32699,1336,150
32700,12251,123
32701,20749,51
32702,43288,79
32703,3839,33
32704,4518,16
32705,7630,127
32706,2371,122
32707,7636,111
32708,9384,192
32709,44016,56
32710,14432,143
32711,25596,74
32712,38192,68
32713,3493,51
32714,22654,191
32715,3274,165
32716,11057,88
32717,45701,79
32718,4672,238
32719,18906,120
32720,7199,94
32721,32674,181
32722,1502,199
32723,5087,24
32724,26735,191
32725,11976,170
32726,41433,51
32727,43778,5
32728,13997,172
32729,26609,28
32730,33775,10
32731,48016,127
32732,12510,109
32733,12236,40
32734,20834,20
32735,32308,233
32736,34239,228
32737,19611,170
32738,37121,45
32739,27061,71
32740,7088,123
32741,13135,153
32742,19578,208
32743,37703,230
32744,7390,119
32745,36953,213
32746,43073,119
32747,15454,9
32748,43629,224
32749,26240,212
32750,45305,2
32751,10249,88
32752,39183,125
32753,29996,203
32754,31159,240
32755,38830,13
32756,7094,241
32757,4048,93
32758,21590,202
32759,39151,136
32760,28547,15
32761,31443,6
32762,26450,95
32763,14750,114
32764,20313,139
32765,28923,105
32766,37402,230
32767,35623,98
32768,5915,64
32769,18042,83
32770,43852,29
32771,23774,54
32772,39846,140
32773,2457,123
32774,5924,242
32775,19764,9
32776,22224,222
32777,44212,38
32778,41845,212
32779,28720,21
32780,13958,215
32781,16172,0
32782,1098,151
32783,10620,0
32784,25040,59
32785,35527,242
32786,33126,95
32787,1602,40
32788,15893,149
32789,36648,114
32790,43115,236
32791,4551,94
32792,13893,204
32793,3847,53
32794,4060,30
32795,16404,35
32796,13913,168
32797,34454,211
32798,19030,42
32799,45647,130
32800,3325,102
32801,37196,158
32802,22578,31
32803,3357,224
32804,15075,64
32805,25978,119
32806,1961,186
32807,23482,94
32808,10521,98
32809,32931,6
32810,35392,198
32811,11130,33
32812,21859,214
32813,36199,147
32814,17406,127
32815,943,144
32816,45079,97
32817,48851,119
32818,16634,12
32819,7702,199
32820,40863,81
32821,19894,231
32822,37953,35
32823,15651,46
32824,20630,124
32825,31426,202
32826,42023,54
32827,44297,228
32828,9787,76
32829,33475,81
32830,4310,186
32831,34185,76
32832,18928,133
32833,49150,170
32834,6083,91
32835,48821,68
32836,29609,111
32837,8803,56
32838,8609,99
32839,1547,141
32840,32489,151
32841,36332,55
32842,8371,58
32843,21946,156
32844,28518,95
32845,33423,139
32846,5038,79
32847,26008,124
32848,28843,75
32849,31163,145
32850,24159,145
32851,34563,84
32852,8024,53
32853,15611,108
32854,12663,48
32855,46709,32
32856,22633,183
32857,17758,99
32858,37462,140
32859,38165,52
32860,23939,71
32861,40473,60
32862,37717,75
32863,38629,28
32864,39105,232
32865,42935,62
32866,30423,5
32867,17185,86
32868,28884,182
32869,15767,184
32870,38150,31
32871,45598,127
32872,8734,79
32873,25872,13
32874,4863,186
32875,22965,108
32876,36390,117
32877,24941,84
32878,43620,201
32879,8560,114
32880,16761,104
32881,20335,187
32882,19410,115
32883,14956,43
32884,8440,25
32885,39410,203
32886,24556,6
32887,28209,121
32888,28803,238
32889,30732,214
32890,14343,59
32891,43763,89
32892,22736,74
32893,31872,147
32894,1537,133
32895,13567,114
32896,46262,100
32897,39585,137
32898,44779,84
32899,30778,141
32900,39345,43
32901,20400,13
